Age_Range,Ethnicity,F,M,MSOA,Year
5-9,BLC,2.0,1.0,E02000876,2021
50-54,BLC,4.0,5.0,E02000876,2021
55-59,BLC,5.0,3.0,E02000876,2021
60-64,BLC,6.0,5.0,E02000876,2021
65-69,BLC,1.0,5.0,E02000876,2021
70-74,BLC,,3.0,E02000876,2021
75-79,BLC,1.0,,E02000876,2021
80-84,BLC,1.0,2.0,E02000876,2021
85+,BLC,3.0,1.0,E02000876,2021
0-4,CHI,4.0,12.0,E02000876,2021
10-14,CHI,3.0,2.0,E02000876,2021
15-19,CHI,1.0,1.0,E02000876,2021
20-24,CHI,1.0,,E02000876,2021
25-29,CHI,13.0,5.0,E02000876,2021
30-34,CHI,17.0,22.0,E02000876,2021
35-39,CHI,10.0,16.0,E02000876,2021
40-44,CHI,10.0,6.0,E02000876,2021
45-49,CHI,7.0,3.0,E02000876,2021
5-9,CHI,7.0,6.0,E02000876,2021
50-54,CHI,1.0,2.0,E02000876,2021
55-59,CHI,1.0,3.0,E02000876,2021
60-64,CHI,,1.0,E02000876,2021
65-69,CHI,2.0,,E02000876,2021
70-74,CHI,1.0,1.0,E02000876,2021
75-79,CHI,,1.0,E02000876,2021
80-84,CHI,,1.0,E02000876,2021
0-4,IND,9.0,5.0,E02000876,2021
10-14,IND,2.0,,E02000876,2021
15-19,IND,,1.0,E02000876,2021
20-24,IND,,2.0,E02000876,2021
25-29,IND,7.0,8.0,E02000876,2021
30-34,IND,17.0,22.0,E02000876,2021
35-39,IND,5.0,10.0,E02000876,2021
40-44,IND,9.0,11.0,E02000876,2021
45-49,IND,5.0,8.0,E02000876,2021
5-9,IND,9.0,9.0,E02000876,2021
50-54,IND,6.0,4.0,E02000876,2021
55-59,IND,3.0,3.0,E02000876,2021
60-64,IND,,4.0,E02000876,2021
65-69,IND,1.0,,E02000876,2021
75-79,IND,1.0,1.0,E02000876,2021
85+,IND,,1.0,E02000876,2021
0-4,MIX,11.0,9.0,E02000876,2021
10-14,MIX,8.0,15.0,E02000876,2021
15-19,MIX,9.0,7.0,E02000876,2021
20-24,MIX,3.0,4.0,E02000876,2021
25-29,MIX,8.0,13.0,E02000876,2021
30-34,MIX,24.0,24.0,E02000876,2021
35-39,MIX,25.0,27.0,E02000876,2021
40-44,MIX,23.0,13.0,E02000876,2021
45-49,MIX,7.0,10.0,E02000876,2021
5-9,MIX,7.0,12.0,E02000876,2021
50-54,MIX,4.0,11.0,E02000876,2021
55-59,MIX,3.0,3.0,E02000876,2021
60-64,MIX,3.0,3.0,E02000876,2021
65-69,MIX,4.0,2.0,E02000876,2021
70-74,MIX,2.0,1.0,E02000876,2021
80-84,MIX,,1.0,E02000876,2021
85+,MIX,3.0,1.0,E02000876,2021
0-4,OAS,9.0,7.0,E02000876,2021
10-14,OAS,1.0,6.0,E02000876,2021
15-19,OAS,3.0,1.0,E02000876,2021
20-24,OAS,2.0,1.0,E02000876,2021
25-29,OAS,5.0,8.0,E02000876,2021
30-34,OAS,9.0,15.0,E02000876,2021
35-39,OAS,19.0,15.0,E02000876,2021
40-44,OAS,13.0,10.0,E02000876,2021
45-49,OAS,8.0,6.0,E02000876,2021
5-9,OAS,8.0,11.0,E02000876,2021
50-54,OAS,3.0,3.0,E02000876,2021
55-59,OAS,2.0,3.0,E02000876,2021
60-64,OAS,4.0,2.0,E02000876,2021
65-69,OAS,1.0,1.0,E02000876,2021
70-74,OAS,2.0,1.0,E02000876,2021
75-79,OAS,1.0,1.0,E02000876,2021
80-84,OAS,1.0,,E02000876,2021
0-4,OBL,1.0,2.0,E02000876,2021
10-14,OBL,7.0,7.0,E02000876,2021
15-19,OBL,6.0,6.0,E02000876,2021
20-24,OBL,7.0,4.0,E02000876,2021
25-29,OBL,,6.0,E02000876,2021
30-34,OBL,1.0,6.0,E02000876,2021
35-39,OBL,4.0,2.0,E02000876,2021
40-44,OBL,4.0,4.0,E02000876,2021
45-49,OBL,5.0,1.0,E02000876,2021
5-9,OBL,3.0,3.0,E02000876,2021
50-54,OBL,2.0,2.0,E02000876,2021
55-59,OBL,5.0,3.0,E02000876,2021
60-64,OBL,2.0,2.0,E02000876,2021
65-69,OBL,2.0,1.0,E02000876,2021
70-74,OBL,1.0,1.0,E02000876,2021
75-79,OBL,1.0,1.0,E02000876,2021
85+,OBL,,1.0,E02000876,2021
0-4,OTH,8.0,3.0,E02000876,2021
10-14,OTH,2.0,4.0,E02000876,2021
15-19,OTH,1.0,3.0,E02000876,2021
20-24,OTH,3.0,3.0,E02000876,2021
25-29,OTH,3.0,6.0,E02000876,2021
30-34,OTH,17.0,18.0,E02000876,2021
35-39,OTH,11.0,17.0,E02000876,2021
40-44,OTH,10.0,9.0,E02000876,2021
45-49,OTH,7.0,8.0,E02000876,2021
5-9,OTH,12.0,9.0,E02000876,2021
50-54,OTH,6.0,1.0,E02000876,2021
55-59,OTH,2.0,2.0,E02000876,2021
60-64,OTH,,5.0,E02000876,2021
65-69,OTH,2.0,,E02000876,2021
70-74,OTH,2.0,1.0,E02000876,2021
75-79,OTH,2.0,2.0,E02000876,2021
0-4,PAK,2.0,4.0,E02000876,2021
10-14,PAK,1.0,1.0,E02000876,2021
15-19,PAK,3.0,,E02000876,2021
20-24,PAK,3.0,2.0,E02000876,2021
25-29,PAK,4.0,1.0,E02000876,2021
30-34,PAK,5.0,9.0,E02000876,2021
35-39,PAK,2.0,6.0,E02000876,2021
40-44,PAK,1.0,3.0,E02000876,2021
45-49,PAK,4.0,2.0,E02000876,2021
5-9,PAK,3.0,5.0,E02000876,2021
50-54,PAK,3.0,1.0,E02000876,2021
55-59,PAK,1.0,5.0,E02000876,2021
60-64,PAK,,1.0,E02000876,2021
65-69,PAK,1.0,,E02000876,2021
70-74,PAK,1.0,,E02000876,2021
80-84,PAK,,1.0,E02000876,2021
85+,PAK,,1.0,E02000876,2021
0-4,WBI,81.0,92.0,E02000876,2021
10-14,WBI,17.0,24.0,E02000876,2021
15-19,WBI,7.0,15.0,E02000876,2021
20-24,WBI,8.0,8.0,E02000876,2021
25-29,WBI,24.0,24.0,E02000876,2021
30-34,WBI,172.0,164.0,E02000876,2021
35-39,WBI,214.0,230.0,E02000876,2021
40-44,WBI,85.0,143.0,E02000876,2021
45-49,WBI,54.0,89.0,E02000876,2021
5-9,WBI,109.0,88.0,E02000876,2021
50-54,WBI,34.0,93.0,E02000876,2021
55-59,WBI,27.0,49.0,E02000876,2021
60-64,WBI,27.0,52.0,E02000876,2021
65-69,WBI,34.0,43.0,E02000876,2021
70-74,WBI,18.0,22.0,E02000876,2021
75-79,WBI,14.0,17.0,E02000876,2021
80-84,WBI,11.0,6.0,E02000876,2021
85+,WBI,22.0,11.0,E02000876,2021
0-4,WHO,61.0,61.0,E02000876,2021
10-14,WHO,1.0,8.0,E02000876,2021
15-19,WHO,1.0,3.0,E02000876,2021
20-24,WHO,2.0,1.0,E02000876,2021
25-29,WHO,6.0,7.0,E02000876,2021
30-34,WHO,75.0,62.0,E02000876,2021
35-39,WHO,135.0,124.0,E02000876,2021
40-44,WHO,73.0,98.0,E02000876,2021
45-49,WHO,36.0,44.0,E02000876,2021
5-9,WHO,45.0,67.0,E02000876,2021
50-54,WHO,17.0,25.0,E02000876,2021
55-59,WHO,11.0,13.0,E02000876,2021
60-64,WHO,5.0,6.0,E02000876,2021
65-69,WHO,1.0,4.0,E02000876,2021
70-74,WHO,4.0,8.0,E02000876,2021
75-79,WHO,3.0,,E02000876,2021
80-84,WHO,3.0,,E02000876,2021
85+,WHO,2.0,,E02000876,2021
0-4,BAN,306.0,335.0,E02000877,2021
10-14,BAN,261.0,276.0,E02000877,2021
15-19,BAN,279.0,273.0,E02000877,2021
20-24,BAN,231.0,257.0,E02000877,2021
25-29,BAN,180.0,201.0,E02000877,2021
30-34,BAN,200.0,243.0,E02000877,2021
35-39,BAN,242.0,201.0,E02000877,2021
40-44,BAN,271.0,226.0,E02000877,2021
45-49,BAN,166.0,213.0,E02000877,2021
5-9,BAN,249.0,308.0,E02000877,2021
50-54,BAN,99.0,144.0,E02000877,2021
55-59,BAN,55.0,78.0,E02000877,2021
60-64,BAN,46.0,53.0,E02000877,2021
65-69,BAN,47.0,34.0,E02000877,2021
70-74,BAN,26.0,8.0,E02000877,2021
75-79,BAN,19.0,11.0,E02000877,2021
80-84,BAN,21.0,19.0,E02000877,2021
85+,BAN,12.0,15.0,E02000877,2021
0-4,BLA,28.0,38.0,E02000877,2021
10-14,BLA,28.0,25.0,E02000877,2021
15-19,BLA,26.0,19.0,E02000877,2021
20-24,BLA,16.0,10.0,E02000877,2021
25-29,BLA,20.0,20.0,E02000877,2021
30-34,BLA,40.0,18.0,E02000877,2021
35-39,BLA,27.0,31.0,E02000877,2021
40-44,BLA,27.0,25.0,E02000877,2021
45-49,BLA,15.0,17.0,E02000877,2021
5-9,BLA,25.0,31.0,E02000877,2021
50-54,BLA,19.0,24.0,E02000877,2021
55-59,BLA,19.0,10.0,E02000877,2021
60-64,BLA,10.0,10.0,E02000877,2021
65-69,BLA,10.0,10.0,E02000877,2021
70-74,BLA,3.0,6.0,E02000877,2021
75-79,BLA,5.0,2.0,E02000877,2021
80-84,BLA,3.0,2.0,E02000877,2021
85+,BLA,2.0,2.0,E02000877,2021
0-4,BLC,6.0,3.0,E02000877,2021
10-14,BLC,1.0,8.0,E02000877,2021
15-19,BLC,5.0,13.0,E02000877,2021
20-24,BLC,5.0,4.0,E02000877,2021
25-29,BLC,8.0,5.0,E02000877,2021
30-34,BLC,9.0,12.0,E02000877,2021
35-39,BLC,13.0,16.0,E02000877,2021
40-44,BLC,8.0,10.0,E02000877,2021
45-49,BLC,4.0,5.0,E02000877,2021
5-9,BLC,6.0,6.0,E02000877,2021
50-54,BLC,10.0,16.0,E02000877,2021
55-59,BLC,18.0,8.0,E02000877,2021
60-64,BLC,18.0,9.0,E02000877,2021
65-69,BLC,8.0,4.0,E02000877,2021
70-74,BLC,4.0,5.0,E02000877,2021
75-79,BLC,9.0,4.0,E02000877,2021
80-84,BLC,3.0,7.0,E02000877,2021
85+,BLC,9.0,6.0,E02000877,2021
0-4,CHI,7.0,7.0,E02000877,2021
10-14,CHI,7.0,1.0,E02000877,2021
15-19,CHI,3.0,2.0,E02000877,2021
20-24,CHI,1.0,2.0,E02000877,2021
25-29,CHI,4.0,4.0,E02000877,2021
30-34,CHI,29.0,15.0,E02000877,2021
35-39,CHI,17.0,24.0,E02000877,2021
40-44,CHI,8.0,11.0,E02000877,2021
45-49,CHI,6.0,8.0,E02000877,2021
5-9,CHI,8.0,3.0,E02000877,2021
50-54,CHI,5.0,2.0,E02000877,2021
55-59,CHI,2.0,3.0,E02000877,2021
60-64,CHI,1.0,5.0,E02000877,2021
65-69,CHI,3.0,,E02000877,2021
70-74,CHI,3.0,,E02000877,2021
75-79,CHI,1.0,,E02000877,2021
80-84,CHI,2.0,2.0,E02000877,2021
85+,CHI,,1.0,E02000877,2021
0-4,IND,11.0,14.0,E02000877,2021
10-14,IND,4.0,2.0,E02000877,2021
15-19,IND,2.0,2.0,E02000877,2021
20-24,IND,2.0,4.0,E02000877,2021
25-29,IND,2.0,1.0,E02000877,2021
30-34,IND,30.0,23.0,E02000877,2021
35-39,IND,15.0,26.0,E02000877,2021
40-44,IND,9.0,22.0,E02000877,2021
45-49,IND,2.0,6.0,E02000877,2021
5-9,IND,17.0,16.0,E02000877,2021
50-54,IND,3.0,5.0,E02000877,2021
55-59,IND,3.0,3.0,E02000877,2021
60-64,IND,2.0,4.0,E02000877,2021
65-69,IND,3.0,,E02000877,2021
70-74,IND,1.0,1.0,E02000877,2021
75-79,IND,2.0,1.0,E02000877,2021
80-84,IND,1.0,,E02000877,2021
85+,IND,,1.0,E02000877,2021
0-4,MIX,11.0,17.0,E02000877,2021
10-14,MIX,43.0,22.0,E02000877,2021
15-19,MIX,16.0,19.0,E02000877,2021
20-24,MIX,13.0,18.0,E02000877,2021
25-29,MIX,19.0,15.0,E02000877,2021
30-34,MIX,28.0,26.0,E02000877,2021
35-39,MIX,20.0,17.0,E02000877,2021
40-44,MIX,7.0,12.0,E02000877,2021
45-49,MIX,8.0,8.0,E02000877,2021
5-9,MIX,16.0,15.0,E02000877,2021
50-54,MIX,8.0,8.0,E02000877,2021
55-59,MIX,5.0,3.0,E02000877,2021
60-64,MIX,5.0,2.0,E02000877,2021
65-69,MIX,4.0,2.0,E02000877,2021
70-74,MIX,1.0,1.0,E02000877,2021
80-84,MIX,1.0,1.0,E02000877,2021
85+,MIX,,1.0,E02000877,2021
0-4,OAS,11.0,8.0,E02000877,2021
10-14,OAS,6.0,6.0,E02000877,2021
15-19,OAS,4.0,3.0,E02000877,2021
20-24,OAS,5.0,7.0,E02000877,2021
25-29,OAS,4.0,2.0,E02000877,2021
30-34,OAS,10.0,32.0,E02000877,2021
35-39,OAS,13.0,30.0,E02000877,2021
40-44,OAS,17.0,10.0,E02000877,2021
45-49,OAS,17.0,5.0,E02000877,2021
5-9,OAS,13.0,12.0,E02000877,2021
50-54,OAS,3.0,4.0,E02000877,2021
55-59,OAS,3.0,2.0,E02000877,2021
60-64,OAS,5.0,1.0,E02000877,2021
65-69,OAS,3.0,,E02000877,2021
70-74,OAS,2.0,1.0,E02000877,2021
0-4,OBL,6.0,,E02000877,2021
10-14,OBL,10.0,13.0,E02000877,2021
15-19,OBL,5.0,5.0,E02000877,2021
20-24,OBL,3.0,7.0,E02000877,2021
25-29,OBL,7.0,9.0,E02000877,2021
30-34,OBL,6.0,11.0,E02000877,2021
35-39,OBL,8.0,3.0,E02000877,2021
40-44,OBL,9.0,1.0,E02000877,2021
45-49,OBL,8.0,3.0,E02000877,2021
5-9,OBL,4.0,2.0,E02000877,2021
50-54,OBL,6.0,8.0,E02000877,2021
55-59,OBL,8.0,6.0,E02000877,2021
60-64,OBL,3.0,1.0,E02000877,2021
65-69,OBL,2.0,2.0,E02000877,2021
75-79,OBL,1.0,,E02000877,2021
80-84,OBL,2.0,1.0,E02000877,2021
85+,OBL,,1.0,E02000877,2021
0-4,OTH,6.0,12.0,E02000877,2021
10-14,OTH,9.0,5.0,E02000877,2021
15-19,OTH,6.0,9.0,E02000877,2021
20-24,OTH,2.0,4.0,E02000877,2021
25-29,OTH,6.0,3.0,E02000877,2021
30-34,OTH,12.0,19.0,E02000877,2021
35-39,OTH,7.0,10.0,E02000877,2021
40-44,OTH,8.0,13.0,E02000877,2021
45-49,OTH,6.0,16.0,E02000877,2021
5-9,OTH,6.0,1.0,E02000877,2021
50-54,OTH,1.0,3.0,E02000877,2021
55-59,OTH,,4.0,E02000877,2021
60-64,OTH,1.0,4.0,E02000877,2021
65-69,OTH,1.0,8.0,E02000877,2021
70-74,OTH,2.0,,E02000877,2021
80-84,OTH,1.0,1.0,E02000877,2021
85+,OTH,,1.0,E02000877,2021
0-4,PAK,4.0,5.0,E02000877,2021
10-14,PAK,6.0,2.0,E02000877,2021
15-19,PAK,3.0,3.0,E02000877,2021
20-24,PAK,1.0,3.0,E02000877,2021
25-29,PAK,7.0,2.0,E02000877,2021
30-34,PAK,5.0,17.0,E02000877,2021
35-39,PAK,2.0,13.0,E02000877,2021
40-44,PAK,3.0,14.0,E02000877,2021
45-49,PAK,1.0,1.0,E02000877,2021
5-9,PAK,3.0,5.0,E02000877,2021
50-54,PAK,,4.0,E02000877,2021
55-59,PAK,1.0,1.0,E02000877,2021
60-64,PAK,2.0,2.0,E02000877,2021
65-69,PAK,1.0,1.0,E02000877,2021
70-74,PAK,,1.0,E02000877,2021
85+,PAK,,1.0,E02000877,2021
0-4,WBI,98.0,102.0,E02000877,2021
10-14,WBI,59.0,42.0,E02000877,2021
15-19,WBI,24.0,25.0,E02000877,2021
20-24,WBI,36.0,32.0,E02000877,2021
25-29,WBI,55.0,51.0,E02000877,2021
30-34,WBI,222.0,179.0,E02000877,2021
35-39,WBI,152.0,188.0,E02000877,2021
40-44,WBI,79.0,94.0,E02000877,2021
45-49,WBI,57.0,69.0,E02000877,2021
5-9,WBI,124.0,122.0,E02000877,2021
50-54,WBI,55.0,63.0,E02000877,2021
55-59,WBI,52.0,65.0,E02000877,2021
60-64,WBI,53.0,64.0,E02000877,2021
65-69,WBI,44.0,57.0,E02000877,2021
70-74,WBI,43.0,39.0,E02000877,2021
75-79,WBI,36.0,36.0,E02000877,2021
80-84,WBI,21.0,16.0,E02000877,2021
85+,WBI,58.0,21.0,E02000877,2021
0-4,WHO,61.0,70.0,E02000877,2021
10-14,WHO,10.0,16.0,E02000877,2021
15-19,WHO,10.0,7.0,E02000877,2021
20-24,WHO,5.0,6.0,E02000877,2021
25-29,WHO,8.0,5.0,E02000877,2021
30-34,WHO,85.0,65.0,E02000877,2021
35-39,WHO,134.0,145.0,E02000877,2021
40-44,WHO,73.0,84.0,E02000877,2021
45-49,WHO,44.0,47.0,E02000877,2021
5-9,WHO,56.0,51.0,E02000877,2021
50-54,WHO,25.0,22.0,E02000877,2021
55-59,WHO,15.0,15.0,E02000877,2021
60-64,WHO,11.0,8.0,E02000877,2021
65-69,WHO,5.0,2.0,E02000877,2021
70-74,WHO,5.0,5.0,E02000877,2021
75-79,WHO,5.0,,E02000877,2021
80-84,WHO,1.0,,E02000877,2021
85+,WHO,3.0,5.0,E02000877,2021
0-4,BAN,228.0,209.0,E02000878,2021
10-14,BAN,160.0,185.0,E02000878,2021
15-19,BAN,162.0,154.0,E02000878,2021
20-24,BAN,158.0,150.0,E02000878,2021
25-29,BAN,154.0,168.0,E02000878,2021
30-34,BAN,194.0,245.0,E02000878,2021
35-39,BAN,202.0,263.0,E02000878,2021
40-44,BAN,151.0,169.0,E02000878,2021
45-49,BAN,115.0,171.0,E02000878,2021
5-9,BAN,259.0,238.0,E02000878,2021
50-54,BAN,76.0,109.0,E02000878,2021
55-59,BAN,74.0,68.0,E02000878,2021
60-64,BAN,89.0,72.0,E02000878,2021
65-69,BAN,85.0,55.0,E02000878,2021
70-74,BAN,63.0,7.0,E02000878,2021
75-79,BAN,33.0,18.0,E02000878,2021
80-84,BAN,32.0,33.0,E02000878,2021
85+,BAN,26.0,30.0,E02000878,2021
0-4,BLA,8.0,18.0,E02000878,2021
10-14,BLA,12.0,4.0,E02000878,2021
15-19,BLA,10.0,4.0,E02000878,2021
20-24,BLA,8.0,6.0,E02000878,2021
25-29,BLA,6.0,10.0,E02000878,2021
30-34,BLA,21.0,20.0,E02000878,2021
35-39,BLA,20.0,12.0,E02000878,2021
40-44,BLA,12.0,24.0,E02000878,2021
45-49,BLA,18.0,17.0,E02000878,2021
5-9,BLA,15.0,17.0,E02000878,2021
50-54,BLA,7.0,6.0,E02000878,2021
55-59,BLA,7.0,7.0,E02000878,2021
60-64,BLA,4.0,6.0,E02000878,2021
65-69,BLA,1.0,4.0,E02000878,2021
70-74,BLA,2.0,2.0,E02000878,2021
75-79,BLA,1.0,,E02000878,2021
80-84,BLA,3.0,1.0,E02000878,2021
0-4,BLC,2.0,2.0,E02000878,2021
10-14,BLC,1.0,1.0,E02000878,2021
15-19,BLC,2.0,,E02000878,2021
20-24,BLC,,1.0,E02000878,2021
25-29,BLC,6.0,1.0,E02000878,2021
30-34,BLC,2.0,6.0,E02000878,2021
35-39,BLC,6.0,3.0,E02000878,2021
40-44,BLC,3.0,5.0,E02000878,2021
45-49,BLC,2.0,1.0,E02000878,2021
5-9,BLC,2.0,5.0,E02000878,2021
50-54,BLC,5.0,6.0,E02000878,2021
55-59,BLC,6.0,8.0,E02000878,2021
60-64,BLC,4.0,5.0,E02000878,2021
65-69,BLC,2.0,2.0,E02000878,2021
75-79,BLC,1.0,,E02000878,2021
80-84,BLC,1.0,1.0,E02000878,2021
85+,BLC,3.0,2.0,E02000878,2021
0-4,CHI,16.0,8.0,E02000878,2021
10-14,CHI,1.0,1.0,E02000878,2021
15-19,CHI,2.0,1.0,E02000878,2021
20-24,CHI,2.0,,E02000878,2021
25-29,CHI,7.0,8.0,E02000878,2021
30-34,CHI,46.0,21.0,E02000878,2021
35-39,CHI,22.0,20.0,E02000878,2021
40-44,CHI,18.0,19.0,E02000878,2021
45-49,CHI,5.0,5.0,E02000878,2021
5-9,CHI,14.0,7.0,E02000878,2021
50-54,CHI,6.0,1.0,E02000878,2021
55-59,CHI,1.0,2.0,E02000878,2021
60-64,CHI,1.0,,E02000878,2021
65-69,CHI,2.0,1.0,E02000878,2021
70-74,CHI,2.0,1.0,E02000878,2021
85+,CHI,1.0,,E02000878,2021
0-4,IND,8.0,12.0,E02000878,2021
10-14,IND,5.0,2.0,E02000878,2021
15-19,IND,2.0,4.0,E02000878,2021
20-24,IND,3.0,3.0,E02000878,2021
25-29,IND,4.0,1.0,E02000878,2021
30-34,IND,22.0,13.0,E02000878,2021
35-39,IND,18.0,34.0,E02000878,2021
40-44,IND,23.0,10.0,E02000878,2021
45-49,IND,8.0,12.0,E02000878,2021
5-9,IND,17.0,14.0,E02000878,2021
50-54,IND,5.0,9.0,E02000878,2021
55-59,IND,2.0,6.0,E02000878,2021
60-64,IND,5.0,3.0,E02000878,2021
65-69,IND,1.0,5.0,E02000878,2021
70-74,IND,2.0,2.0,E02000878,2021
75-79,IND,1.0,,E02000878,2021
80-84,IND,2.0,1.0,E02000878,2021
85+,IND,1.0,2.0,E02000878,2021
0-4,MIX,21.0,18.0,E02000878,2021
10-14,MIX,8.0,16.0,E02000878,2021
15-19,MIX,5.0,10.0,E02000878,2021
20-24,MIX,3.0,4.0,E02000878,2021
25-29,MIX,14.0,14.0,E02000878,2021
30-34,MIX,54.0,26.0,E02000878,2021
35-39,MIX,28.0,45.0,E02000878,2021
40-44,MIX,24.0,28.0,E02000878,2021
45-49,MIX,5.0,10.0,E02000878,2021
5-9,MIX,13.0,16.0,E02000878,2021
50-54,MIX,6.0,5.0,E02000878,2021
55-59,MIX,3.0,6.0,E02000878,2021
60-64,MIX,2.0,1.0,E02000878,2021
65-69,MIX,,1.0,E02000878,2021
70-74,MIX,2.0,,E02000878,2021
75-79,MIX,1.0,,E02000878,2021
80-84,MIX,1.0,,E02000878,2021
85+,MIX,1.0,1.0,E02000878,2021
0-4,OAS,30.0,16.0,E02000878,2021
10-14,OAS,2.0,4.0,E02000878,2021
15-19,OAS,,1.0,E02000878,2021
20-24,OAS,,2.0,E02000878,2021
25-29,OAS,6.0,2.0,E02000878,2021
30-34,OAS,20.0,8.0,E02000878,2021
35-39,OAS,35.0,13.0,E02000878,2021
40-44,OAS,28.0,13.0,E02000878,2021
45-49,OAS,11.0,12.0,E02000878,2021
5-9,OAS,21.0,14.0,E02000878,2021
50-54,OAS,4.0,2.0,E02000878,2021
55-59,OAS,7.0,1.0,E02000878,2021
60-64,OAS,6.0,,E02000878,2021
65-69,OAS,2.0,1.0,E02000878,2021
70-74,OAS,1.0,,E02000878,2021
85+,OAS,,1.0,E02000878,2021
0-4,OBL,2.0,2.0,E02000878,2021
10-14,OBL,5.0,2.0,E02000878,2021
15-19,OBL,1.0,6.0,E02000878,2021
20-24,OBL,3.0,4.0,E02000878,2021
25-29,OBL,3.0,4.0,E02000878,2021
30-34,OBL,2.0,4.0,E02000878,2021
35-39,OBL,6.0,3.0,E02000878,2021
40-44,OBL,4.0,6.0,E02000878,2021
45-49,OBL,5.0,6.0,E02000878,2021
5-9,OBL,2.0,1.0,E02000878,2021
50-54,OBL,6.0,3.0,E02000878,2021
55-59,OBL,3.0,2.0,E02000878,2021
60-64,OBL,4.0,5.0,E02000878,2021
65-69,OBL,2.0,,E02000878,2021
70-74,OBL,1.0,,E02000878,2021
80-84,OBL,2.0,1.0,E02000878,2021
85+,OBL,1.0,1.0,E02000878,2021
0-4,OTH,12.0,12.0,E02000878,2021
10-14,OTH,2.0,4.0,E02000878,2021
15-19,OTH,5.0,3.0,E02000878,2021
20-24,OTH,1.0,4.0,E02000878,2021
25-29,OTH,6.0,8.0,E02000878,2021
30-34,OTH,18.0,32.0,E02000878,2021
35-39,OTH,14.0,43.0,E02000878,2021
40-44,OTH,14.0,14.0,E02000878,2021
45-49,OTH,6.0,10.0,E02000878,2021
5-9,OTH,9.0,12.0,E02000878,2021
50-54,OTH,1.0,11.0,E02000878,2021
55-59,OTH,2.0,11.0,E02000878,2021
60-64,OTH,,2.0,E02000878,2021
65-69,OTH,5.0,2.0,E02000878,2021
75-79,OTH,1.0,1.0,E02000878,2021
80-84,OTH,1.0,2.0,E02000878,2021
0-4,PAK,4.0,7.0,E02000878,2021
10-14,PAK,6.0,3.0,E02000878,2021
15-19,PAK,2.0,3.0,E02000878,2021
20-24,PAK,4.0,5.0,E02000878,2021
25-29,PAK,5.0,3.0,E02000878,2021
30-34,PAK,14.0,13.0,E02000878,2021
35-39,PAK,9.0,7.0,E02000878,2021
40-44,PAK,3.0,7.0,E02000878,2021
45-49,PAK,7.0,8.0,E02000878,2021
5-9,PAK,4.0,11.0,E02000878,2021
50-54,PAK,8.0,3.0,E02000878,2021
55-59,PAK,3.0,4.0,E02000878,2021
60-64,PAK,7.0,2.0,E02000878,2021
65-69,PAK,4.0,4.0,E02000878,2021
70-74,PAK,4.0,1.0,E02000878,2021
75-79,PAK,,1.0,E02000878,2021
80-84,PAK,,2.0,E02000878,2021
85+,PAK,1.0,3.0,E02000878,2021
0-4,WBI,157.0,127.0,E02000878,2021
10-14,WBI,28.0,25.0,E02000878,2021
15-19,WBI,10.0,19.0,E02000878,2021
20-24,WBI,10.0,16.0,E02000878,2021
25-29,WBI,97.0,51.0,E02000878,2021
30-34,WBI,287.0,236.0,E02000878,2021
35-39,WBI,265.0,374.0,E02000878,2021
40-44,WBI,144.0,228.0,E02000878,2021
45-49,WBI,85.0,138.0,E02000878,2021
5-9,WBI,154.0,182.0,E02000878,2021
50-54,WBI,47.0,112.0,E02000878,2021
55-59,WBI,40.0,104.0,E02000878,2021
60-64,WBI,43.0,81.0,E02000878,2021
65-69,WBI,29.0,70.0,E02000878,2021
70-74,WBI,17.0,46.0,E02000878,2021
75-79,WBI,19.0,28.0,E02000878,2021
80-84,WBI,10.0,16.0,E02000878,2021
85+,WBI,10.0,16.0,E02000878,2021
0-4,WHO,138.0,123.0,E02000878,2021
10-14,WHO,14.0,15.0,E02000878,2021
15-19,WHO,5.0,3.0,E02000878,2021
20-24,WHO,7.0,,E02000878,2021
25-29,WHO,41.0,10.0,E02000878,2021
30-34,WHO,212.0,133.0,E02000878,2021
35-39,WHO,264.0,296.0,E02000878,2021
40-44,WHO,156.0,239.0,E02000878,2021
45-49,WHO,63.0,110.0,E02000878,2021
5-9,WHO,132.0,130.0,E02000878,2021
50-54,WHO,36.0,38.0,E02000878,2021
55-59,WHO,14.0,24.0,E02000878,2021
60-64,WHO,15.0,21.0,E02000878,2021
65-69,WHO,9.0,18.0,E02000878,2021
70-74,WHO,3.0,9.0,E02000878,2021
75-79,WHO,6.0,3.0,E02000878,2021
80-84,WHO,3.0,1.0,E02000878,2021
85+,WHO,5.0,2.0,E02000878,2021
0-4,BAN,188.0,183.0,E02000879,2021
10-14,BAN,146.0,167.0,E02000879,2021
15-19,BAN,168.0,177.0,E02000879,2021
20-24,BAN,168.0,157.0,E02000879,2021
25-29,BAN,135.0,148.0,E02000879,2021
30-34,BAN,157.0,186.0,E02000879,2021
35-39,BAN,146.0,134.0,E02000879,2021
40-44,BAN,136.0,160.0,E02000879,2021
45-49,BAN,128.0,120.0,E02000879,2021
5-9,BAN,189.0,207.0,E02000879,2021
50-54,BAN,69.0,100.0,E02000879,2021
55-59,BAN,52.0,54.0,E02000879,2021
60-64,BAN,39.0,63.0,E02000879,2021
65-69,BAN,34.0,30.0,E02000879,2021
70-74,BAN,21.0,14.0,E02000879,2021
75-79,BAN,12.0,4.0,E02000879,2021
80-84,BAN,21.0,16.0,E02000879,2021
